investor_id,avg_gap_days,total_transactions,risk_flag
INV003290,,1,Regular
INV003291,49.0,9,At Risk
INV003292,24.5,3,Regular
INV003293,,1,Regular
INV003294,54.0,8,At Risk
INV003295,59.42857142857143,8,At Risk
INV003296,42.0,7,At Risk
INV003297,43.22222222222222,10,At Risk
INV003298,40.1,11,At Risk
INV003299,113.0,2,At Risk
INV003300,54.0,7,At Risk
INV003301,52.77777777777778,10,At Risk
INV003302,66.25,5,At Risk
INV003303,251.0,2,At Risk
INV003304,36.18181818181818,12,At Risk
INV003305,64.5,5,At Risk
INV003306,58.875,9,At Risk
INV003307,320.0,2,At Risk
INV003308,45.4,11,At Risk
INV003309,111.66666666666667,4,At Risk
INV003310,42.4,11,At Risk
INV003311,40.0,12,At Risk
INV003312,241.0,3,At Risk
INV003313,61.4,6,At Risk
INV003314,55.125,9,At Risk
INV003315,77.4,6,At Risk
INV003316,52.5,3,At Risk
INV003317,37.27272727272727,12,At Risk
INV003318,,1,Regular
INV003319,152.5,3,At Risk
INV003320,34.54545454545455,12,Regular
INV003321,70.28571428571429,8,At Risk
INV003322,105.25,5,At Risk
INV003323,,1,Regular
INV003324,67.0,8,At Risk
INV003325,63.125,9,At Risk
INV003326,128.66666666666666,4,At Risk
INV003327,351.0,2,At Risk
INV003328,136.0,4,At Risk
INV003329,50.5,11,At Risk
INV003330,114.5,3,At Risk
INV003331,76.2,6,At Risk
INV003332,69.8,6,At Risk
INV003333,,1,Regular
INV003334,42.0,3,At Risk
INV003335,76.75,5,At Risk
INV003336,62.0,8,At Risk
INV003337,117.0,2,At Risk
INV003338,32.27272727272727,12,Regular
INV003339,,1,Regular
INV003340,49.2,11,At Risk
INV003341,56.0,10,At Risk
INV003342,41.72727272727273,12,At Risk
INV003343,47.5,11,At Risk
INV003344,39.36363636363637,12,At Risk
INV003345,56.833333333333336,7,At Risk
INV003346,64.83333333333333,7,At Risk
INV003347,59.6,6,At Risk
INV003348,323.0,2,At Risk
INV003349,143.0,3,At Risk
INV003350,77.0,7,At Risk
INV003351,45.0,7,At Risk
INV003352,54.333333333333336,10,At Risk
INV003353,95.5,5,At Risk
INV003354,42.36363636363637,12,At Risk
INV003355,60.57142857142857,8,At Risk
INV003356,123.0,4,At Risk
INV003357,44.57142857142857,8,At Risk
INV003358,83.0,2,At Risk
INV003359,46.333333333333336,7,At Risk
INV003360,37.81818181818182,12,At Risk
INV003361,130.0,4,At Risk
INV003362,118.66666666666667,4,At Risk
INV003363,61.833333333333336,7,At Risk
INV003364,,1,Regular
INV003365,36.0,3,At Risk
INV003366,43.55555555555556,10,At Risk
INV003367,,1,Regular
INV003368,,1,Regular
INV003369,78.6,6,At Risk
INV003370,54.285714285714285,8,At Risk
INV003371,108.66666666666667,4,At Risk
INV003372,33.0,10,Regular
INV003373,45.45454545454545,12,At Risk
INV003374,57.625,9,At Risk
INV003375,51.333333333333336,10,At Risk
INV003376,47.8,11,At Risk
INV003377,71.5,7,At Risk
INV003378,17.0,2,Regular
INV003379,41.0,12,At Risk
INV003380,42.7,11,At Risk
INV003381,37.72727272727273,12,At Risk
INV003382,39.0,11,At Risk
INV003383,141.66666666666666,4,At Risk
INV003384,95.0,2,At Risk
INV003385,133.33333333333334,4,At Risk
INV003386,13.0,2,Regular
INV003387,52.125,9,At Risk
INV003388,39.09090909090909,12,At Risk
INV003389,54.857142857142854,8,At Risk
INV003390,191.0,3,At Risk
INV003391,38.77777777777778,10,At Risk
INV003392,91.33333333333333,4,At Risk
INV003393,49.55555555555556,10,At Risk
INV003394,84.2,6,At Risk
INV003395,44.77777777777778,10,At Risk
INV003396,82.33333333333333,7,At Risk
INV003397,122.0,4,At Risk
INV003398,39.81818181818182,12,At Risk
INV003399,77.83333333333333,7,At Risk
INV003400,26.25,5,Regular
INV003401,40.875,9,At Risk
INV003402,94.6,6,At Risk
INV003403,61.857142857142854,8,At Risk
INV003404,40.72727272727273,12,At Risk
INV003405,43.0,10,At Risk
INV003406,37.54545454545455,12,At Risk
INV003407,52.666666666666664,10,At Risk
INV003408,49.125,9,At Risk
INV003409,37.666666666666664,10,At Risk
INV003410,64.42857142857143,8,At Risk
INV003411,45.0,12,At Risk
INV003412,28.625,9,Regular
INV003413,,1,Regular
INV003414,147.33333333333334,4,At Risk
INV003415,54.0,7,At Risk
INV003416,89.5,3,At Risk
INV003417,35.0,2,Regular
INV003418,103.33333333333333,4,At Risk
INV003419,30.272727272727273,12,Regular
INV003420,66.66666666666667,7,At Risk
INV003421,83.6,6,At Risk
INV003422,72.57142857142857,8,At Risk
INV003423,83.8,6,At Risk
INV003424,39.90909090909091,12,At Risk
INV003425,96.66666666666667,4,At Risk
INV003426,37.333333333333336,7,At Risk
INV003427,56.5,9,At Risk
INV003428,53.875,9,At Risk
INV003429,51.125,9,At Risk
INV003430,61.166666666666664,7,At Risk
INV003431,42.857142857142854,8,At Risk
INV003432,52.57142857142857,8,At Risk
INV003433,48.5,3,At Risk
INV003434,,1,Regular
INV003435,51.55555555555556,10,At Risk
INV003436,46.22222222222222,10,At Risk
INV003437,45.9,11,At Risk
INV003438,55.25,9,At Risk
INV003439,51.333333333333336,4,At Risk
INV003440,,1,Regular
INV003441,119.33333333333333,4,At Risk
INV003442,96.0,2,At Risk
INV003443,65.0,5,At Risk
INV003444,91.5,5,At Risk
INV003445,198.0,3,At Risk
INV003446,185.0,2,At Risk
INV003447,,1,Regular
INV003448,40.63636363636363,12,At Risk
INV003449,51.857142857142854,8,At Risk
INV003450,39.0,12,At Risk
INV003451,107.25,5,At Risk
INV003452,25.6,6,Regular
INV003453,103.33333333333333,4,At Risk
INV003454,85.75,5,At Risk
INV003455,31.7,11,Regular
INV003456,184.0,2,At Risk
INV003457,45.375,9,At Risk
INV003458,54.22222222222222,10,At Risk
INV003459,40.90909090909091,12,At Risk
INV003460,52.42857142857143,8,At Risk
INV003461,77.0,3,At Risk
INV003462,61.857142857142854,8,At Risk
INV003463,80.4,6,At Risk
INV003464,160.0,3,At Risk
INV003465,,1,Regular
INV003466,,1,Regular
INV003467,84.0,5,At Risk
INV003468,234.0,3,At Risk
INV003469,40.0,8,At Risk
INV003470,175.0,3,At Risk
INV003471,22.25,5,Regular
INV003472,,1,Regular
INV003473,79.83333333333333,7,At Risk
INV003474,,1,Regular
INV003475,56.0,9,At Risk
INV003476,171.5,3,At Risk
INV003477,69.5,7,At Risk
INV003478,50.333333333333336,10,At Risk
INV003479,46.0,11,At Risk
INV003480,37.45454545454545,12,At Risk
INV003481,,1,Regular
INV003482,,1,Regular
INV003483,109.0,3,At Risk
INV003484,61.5,7,At Risk
INV003485,125.5,5,At Risk
INV003486,,1,Regular
INV003487,40.7,11,At Risk
INV003488,232.0,3,At Risk
INV003489,,1,Regular
INV003490,95.5,3,At Risk
INV003491,43.0,12,At Risk
INV003492,69.14285714285714,8,At Risk
INV003493,199.0,3,At Risk
INV003494,43.125,9,At Risk
INV003495,40.27272727272727,12,At Risk
INV003496,49.55555555555556,10,At Risk
INV003497,,1,Regular
INV003498,,1,Regular
INV003499,143.0,3,At Risk
INV003500,117.5,5,At Risk
INV003501,102.0,3,At Risk
INV003502,398.0,2,At Risk
INV003503,66.85714285714286,8,At Risk
INV003504,,1,Regular
INV003505,64.0,9,At Risk
INV003506,51.111111111111114,10,At Risk
INV003507,103.0,5,At Risk
INV003508,,1,Regular
INV003509,44.27272727272727,12,At Risk
INV003510,69.0,3,At Risk
INV003511,44.54545454545455,12,At Risk
INV003512,214.5,3,At Risk
INV003513,45.833333333333336,7,At Risk
INV003514,44.55555555555556,10,At Risk
INV003515,24.5,5,Regular
INV003516,229.5,3,At Risk
INV003517,75.66666666666667,4,At Risk
INV003518,39.6,11,At Risk
INV003519,61.333333333333336,4,At Risk
INV003520,135.0,4,At Risk
INV003521,58.75,9,At Risk
INV003522,,1,Regular
INV003523,66.0,2,At Risk
INV003524,41.81818181818182,12,At Risk
INV003525,46.111111111111114,10,At Risk
INV003526,44.1,11,At Risk
INV003527,81.4,6,At Risk
INV003528,46.9,11,At Risk
INV003529,24.5,5,Regular
INV003530,42.5,7,At Risk
INV003531,37.18181818181818,12,At Risk
INV003532,78.5,7,At Risk
INV003533,40.0,11,At Risk
INV003534,39.4,11,At Risk
INV003535,68.0,6,At Risk
INV003536,51.55555555555556,10,At Risk
INV003537,58.375,9,At Risk
INV003538,93.5,3,At Risk
INV003539,63.857142857142854,8,At Risk
INV003540,87.8,6,At Risk
INV003541,56.57142857142857,8,At Risk
INV003542,251.5,3,At Risk
INV003543,37.45454545454545,12,At Risk
INV003544,190.0,3,At Risk
INV003545,56.625,9,At Risk
INV003546,58.857142857142854,8,At Risk
INV003547,,1,Regular
INV003548,37.5,3,At Risk
INV003549,98.33333333333333,4,At Risk
INV003550,238.0,2,At Risk
INV003551,,1,Regular
INV003552,85.8,6,At Risk
INV003553,40.54545454545455,12,At Risk
INV003554,38.9,11,At Risk
INV003555,76.5,5,At Risk
INV003556,55.42857142857143,8,At Risk
INV003557,41.75,9,At Risk
INV003558,34.875,9,Regular
INV003559,48.333333333333336,10,At Risk
INV003560,89.25,5,At Risk
INV003561,51.666666666666664,10,At Risk
INV003562,60.375,9,At Risk
INV003563,49.333333333333336,10,At Risk
INV003564,49.7,11,At Risk
INV003565,62.714285714285715,8,At Risk
INV003566,70.33333333333333,7,At Risk
INV003567,65.71428571428571,8,At Risk
INV003568,27.363636363636363,12,Regular
INV003569,68.16666666666667,7,At Risk
INV003570,93.5,5,At Risk
INV003571,99.6,6,At Risk
INV003572,86.8,6,At Risk
INV003573,48.714285714285715,8,At Risk
INV003574,98.0,6,At Risk
INV003575,94.75,5,At Risk
INV003576,70.0,2,At Risk
INV003577,84.25,5,At Risk
INV003578,75.0,4,At Risk
INV003579,57.42857142857143,8,At Risk
INV003580,43.6,11,At Risk
INV003581,45.81818181818182,12,At Risk
INV003582,31.363636363636363,12,Regular
INV003583,104.5,5,At Risk
INV003584,142.0,3,At Risk
INV003585,,1,Regular
INV003586,39.63636363636363,12,At Risk
INV003587,57.285714285714285,8,At Risk
INV003588,65.75,5,At Risk
INV003589,107.75,5,At Risk
INV003590,71.0,6,At Risk
INV003591,111.75,5,At Risk
INV003592,42.22222222222222,10,At Risk
INV003593,48.875,9,At Risk
INV003594,77.0,6,At Risk
INV003595,82.75,5,At Risk
INV003596,166.0,2,At Risk
INV003597,45.888888888888886,10,At Risk
INV003598,47.6,11,At Risk
INV003599,26.8,11,Regular
INV003600,70.83333333333333,7,At Risk
INV003601,46.55555555555556,10,At Risk
INV003602,69.57142857142857,8,At Risk
INV003603,83.5,5,At Risk
INV003604,56.375,9,At Risk
INV003605,113.75,5,At Risk
INV003606,95.0,4,At Risk
INV003607,50.285714285714285,8,At Risk
INV003608,49.166666666666664,7,At Risk
INV003609,75.16666666666667,7,At Risk
INV003610,54.5,3,At Risk
INV003611,41.3,11,At Risk
INV003612,45.8,6,At Risk
INV003613,52.44444444444444,10,At Risk
INV003614,60.75,9,At Risk
INV003615,89.75,5,At Risk
INV003616,67.66666666666667,7,At Risk
INV003617,51.75,5,At Risk
INV003618,83.0,3,At Risk
INV003619,60.375,9,At Risk
INV003620,92.6,6,At Risk
INV003621,208.0,3,At Risk
INV003622,123.0,2,At Risk
INV003623,,1,Regular
INV003624,79.75,5,At Risk
INV003625,31.2,11,Regular
INV003626,44.9,11,At Risk
INV003627,39.44444444444444,10,At Risk
INV003628,43.0,2,At Risk
INV003629,,1,Regular
INV003630,39.375,9,At Risk
INV003631,70.0,2,At Risk
INV003632,170.5,3,At Risk
INV003633,44.888888888888886,10,At Risk
INV003634,45.333333333333336,10,At Risk
INV003635,47.111111111111114,10,At Risk
INV003636,95.0,6,At Risk
INV003637,50.44444444444444,10,At Risk
INV003638,29.0,10,Regular
INV003639,67.0,6,At Risk
INV003640,46.25,5,At Risk
INV003641,52.111111111111114,10,At Risk
INV003642,35.55555555555556,10,At Risk
INV003643,55.375,9,At Risk
INV003644,64.0,6,At Risk
INV003645,52.888888888888886,10,At Risk
INV003646,380.0,2,At Risk
INV003647,54.25,9,At Risk
INV003648,64.8,6,At Risk
INV003649,50.4,11,At Risk
INV003650,32.90909090909091,12,Regular
INV003651,50.666666666666664,7,At Risk
INV003652,50.0,3,At Risk
INV003653,89.0,5,At Risk
INV003654,51.857142857142854,8,At Risk
INV003655,40.72727272727273,12,At Risk
INV003656,63.333333333333336,7,At Risk
INV003657,246.0,2,At Risk
INV003658,55.0,10,At Risk
INV003659,87.5,5,At Risk
INV003660,43.888888888888886,10,At Risk
INV003661,48.625,9,At Risk
INV003662,105.5,5,At Risk
INV003663,64.66666666666667,7,At Risk
INV003664,128.0,5,At Risk
INV003665,139.0,4,At Risk
INV003666,38.44444444444444,10,At Risk
INV003667,,1,Regular
INV003668,202.0,2,At Risk
INV003669,35.666666666666664,10,At Risk
INV003670,49.6,11,At Risk
INV003671,38.55555555555556,10,At Risk
INV003672,43.7,11,At Risk
INV003673,48.2,11,At Risk
INV003674,43.5,9,At Risk
INV003675,47.375,9,At Risk
INV003676,72.0,3,At Risk
INV003677,62.0,7,At Risk
INV003678,42.22222222222222,10,At Risk
INV003679,,1,Regular
INV003680,68.5,7,At Risk
INV003681,40.8,11,At Risk
INV003682,139.66666666666666,4,At Risk
INV003683,66.0,8,At Risk
INV003684,61.375,9,At Risk
INV003685,50.25,9,At Risk
INV003686,43.90909090909091,12,At Risk
INV003687,144.5,3,At Risk
INV003688,275.0,2,At Risk
INV003689,114.0,5,At Risk
INV003690,193.0,2,At Risk
INV003691,72.14285714285714,8,At Risk
INV003692,27.5,3,Regular
INV003693,47.55555555555556,10,At Risk
INV003694,79.75,5,At Risk
INV003695,42.0,11,At Risk
INV003696,68.28571428571429,8,At Risk
INV003697,43.0,12,At Risk
INV003698,42.6,11,At Risk
INV003699,55.0,4,At Risk
INV003700,77.5,5,At Risk
INV003701,,1,Regular
INV003702,72.66666666666667,7,At Risk
INV003703,114.75,5,At Risk
INV003704,,1,Regular
INV003705,50.5,11,At Risk
INV003706,,1,Regular
INV003707,67.85714285714286,8,At Risk
INV003708,33.0,12,Regular
INV003709,65.42857142857143,8,At Risk
INV003710,65.5,7,At Risk
INV003711,51.57142857142857,8,At Risk
INV003712,41.0,11,At Risk
INV003713,48.9,11,At Risk
INV003714,114.25,5,At Risk
INV003715,356.0,2,At Risk
INV003716,69.8,6,At Risk
INV003717,51.888888888888886,10,At Risk
INV003718,68.14285714285714,8,At Risk
INV003719,74.5,5,At Risk
INV003720,42.5,11,At Risk
INV003721,360.0,2,At Risk
INV003722,43.2,11,At Risk
INV003723,47.125,9,At Risk
INV003724,42.7,11,At Risk
INV003725,145.33333333333334,4,At Risk
INV003726,70.25,5,At Risk
INV003727,193.0,3,At Risk
INV003728,81.5,5,At Risk
INV003729,,1,Regular
INV003730,111.5,3,At Risk
INV003731,41.54545454545455,12,At Risk
INV003732,42.54545454545455,12,At Risk
INV003733,49.333333333333336,10,At Risk
INV003734,48.111111111111114,10,At Risk
INV003735,38.1,11,At Risk
INV003736,42.09090909090909,12,At Risk
INV003737,53.55555555555556,10,At Risk
INV003738,41.375,9,At Risk
INV003739,58.333333333333336,7,At Risk
INV003740,31.1,11,Regular
INV003741,50.75,9,At Risk
INV003742,103.0,5,At Risk
INV003743,63.4,6,At Risk
INV003744,45.54545454545455,12,At Risk
INV003745,35.36363636363637,12,At Risk
INV003746,,1,Regular
INV003747,63.333333333333336,7,At Risk
INV003748,36.90909090909091,12,At Risk
INV003749,68.5,5,At Risk
INV003750,90.8,6,At Risk
INV003751,80.2,6,At Risk
INV003752,83.0,3,At Risk
INV003753,134.0,2,At Risk
INV003754,,1,Regular
INV003755,72.0,5,At Risk
INV003756,55.125,9,At Risk
INV003757,61.375,9,At Risk
INV003758,97.75,5,At Risk
INV003759,106.75,5,At Risk
INV003760,113.0,3,At Risk
INV003761,40.333333333333336,10,At Risk
INV003762,51.714285714285715,8,At Risk
INV003763,127.0,3,At Risk
INV003764,143.0,2,At Risk
INV003765,78.5,7,At Risk
INV003766,45.0,12,At Risk
INV003767,39.36363636363637,12,At Risk
INV003768,323.0,2,At Risk
INV003769,65.57142857142857,8,At Risk
INV003770,36.0,2,At Risk
INV003771,45.54545454545455,12,At Risk
INV003772,36.8,11,At Risk
INV003773,75.8,6,At Risk
INV003774,,1,Regular
INV003775,50.875,9,At Risk
INV003776,341.0,2,At Risk
INV003777,,1,Regular
INV003778,51.0,10,At Risk
INV003779,54.57142857142857,8,At Risk
INV003780,44.666666666666664,10,At Risk
INV003781,40.9,11,At Risk
INV003782,45.3,11,At Risk
INV003783,45.1,11,At Risk
INV003784,186.0,2,At Risk
INV003785,61.833333333333336,7,At Risk
INV003786,170.5,3,At Risk
INV003787,46.0,12,At Risk
INV003788,89.4,6,At Risk
INV003789,70.33333333333333,7,At Risk
INV003790,,1,Regular
INV003791,47.1,11,At Risk
INV003792,42.333333333333336,7,At Risk
INV003793,54.25,9,At Risk
INV003794,38.5,11,At Risk
INV003795,36.90909090909091,12,At Risk
INV003796,88.0,2,At Risk
INV003797,67.14285714285714,8,At Risk
INV003798,57.5,9,At Risk
INV003799,63.142857142857146,8,At Risk
INV003800,127.33333333333333,4,At Risk
INV003801,71.6,6,At Risk
INV003802,,1,Regular
INV003803,76.33333333333333,7,At Risk
INV003804,129.0,4,At Risk
INV003805,70.5,5,At Risk
INV003806,69.16666666666667,7,At Risk
INV003807,166.0,2,At Risk
INV003808,45.666666666666664,10,At Risk
INV003809,73.8,6,At Risk
INV003810,62.285714285714285,8,At Risk
INV003811,48.9,11,At Risk
INV003812,39.7,11,At Risk
INV003813,58.714285714285715,8,At Risk
INV003814,82.0,3,At Risk
INV003815,42.18181818181818,12,At Risk
INV003816,90.33333333333333,4,At Risk
INV003817,85.8,6,At Risk
INV003818,124.0,3,At Risk
INV003819,51.75,5,At Risk
INV003820,105.5,5,At Risk
INV003821,79.33333333333333,7,At Risk
INV003822,41.125,9,At Risk
INV003823,47.833333333333336,7,At Risk
INV003824,39.0,12,At Risk
INV003825,58.0,8,At Risk
INV003826,134.5,3,At Risk
INV003827,,1,Regular
INV003828,25.0,10,Regular
INV003829,40.18181818181818,12,At Risk
INV003830,47.333333333333336,10,At Risk
INV003831,,1,Regular
INV003832,61.57142857142857,8,At Risk
INV003833,39.4,6,At Risk
INV003834,68.2,6,At Risk
INV003835,61.333333333333336,7,At Risk
INV003836,70.0,7,At Risk
INV003837,287.0,2,At Risk
INV003838,159.5,3,At Risk
INV003839,139.0,2,At Risk
INV003840,64.5,3,At Risk
INV003841,35.0,2,Regular
INV003842,156.5,3,At Risk
INV003843,,1,Regular
INV003844,44.0,11,At Risk
INV003845,55.333333333333336,4,At Risk
INV003846,70.0,8,At Risk
INV003847,43.81818181818182,12,At Risk
INV003848,43.5,9,At Risk
INV003849,55.142857142857146,8,At Risk
INV003850,,1,Regular
INV003851,38.0,11,At Risk
INV003852,136.5,3,At Risk
INV003853,57.25,9,At Risk
INV003854,64.25,5,At Risk
INV003855,62.8,6,At Risk
INV003856,52.25,5,At Risk
INV003857,50.333333333333336,7,At Risk
INV003858,85.5,5,At Risk
INV003859,65.25,5,At Risk
INV003860,49.8,11,At Risk
INV003861,,1,Regular
INV003862,45.875,9,At Risk
INV003863,471.0,2,At Risk
INV003864,141.0,4,At Risk
INV003865,56.77777777777778,10,At Risk
INV003866,79.0,2,At Risk
INV003867,86.66666666666667,4,At Risk
INV003868,54.75,9,At Risk
INV003869,109.25,5,At Risk
INV003870,81.0,5,At Risk
INV003871,100.0,4,At Risk
INV003872,36.3,11,At Risk
INV003873,150.33333333333334,4,At Risk
INV003874,47.125,9,At Risk
INV003875,,1,Regular
INV003876,50.0,10,At Risk
INV003877,49.8,6,At Risk
INV003878,43.25,5,At Risk
INV003879,243.0,2,At Risk
INV003880,68.57142857142857,8,At Risk
INV003881,,1,Regular
INV003882,69.33333333333333,7,At Risk
INV003883,30.714285714285715,8,Regular
INV003884,70.0,5,At Risk
INV003885,59.666666666666664,7,At Risk
INV003886,,1,Regular
INV003887,53.0,8,At Risk
INV003888,53.666666666666664,10,At Risk
INV003889,159.0,4,At Risk
INV003890,34.0,2,Regular
INV003891,55.25,5,At Risk
INV003892,45.18181818181818,12,At Risk
INV003893,154.0,3,At Risk
INV003894,54.875,9,At Risk
INV003895,142.0,2,At Risk
INV003896,59.0,8,At Risk
INV003897,71.6,6,At Risk
INV003898,130.66666666666666,4,At Risk
INV003899,52.25,9,At Risk
INV003900,95.5,3,At Risk
INV003901,41.666666666666664,10,At Risk
INV003902,54.111111111111114,10,At Risk
INV003903,35.2,11,At Risk
INV003904,91.25,5,At Risk
INV003905,62.5,7,At Risk
INV003906,49.6,11,At Risk
INV003907,48.42857142857143,8,At Risk
INV003908,47.125,9,At Risk
INV003909,51.42857142857143,8,At Risk
INV003910,54.42857142857143,8,At Risk
INV003911,64.57142857142857,8,At Risk
INV003912,58.875,9,At Risk
INV003913,61.42857142857143,8,At Risk
INV003914,51.0,2,At Risk
INV003915,272.0,2,At Risk
INV003916,41.77777777777778,10,At Risk
INV003917,294.0,2,At Risk
INV003918,39.54545454545455,12,At Risk
INV003919,130.33333333333334,4,At Risk
INV003920,42.54545454545455,12,At Risk
INV003921,90.0,2,At Risk
INV003922,63.0,3,At Risk
INV003923,43.0,2,At Risk
INV003924,231.0,2,At Risk
INV003925,68.33333333333333,7,At Risk
INV003926,68.28571428571429,8,At Risk
INV003927,182.0,2,At Risk
INV003928,87.25,5,At Risk
INV003929,67.0,3,At Risk
INV003930,,1,Regular
INV003931,84.25,5,At Risk
INV003932,76.33333333333333,4,At Risk
INV003933,,1,Regular
INV003934,145.0,4,At Risk
INV003935,262.0,2,At Risk
INV003936,41.0,12,At Risk
INV003937,91.25,5,At Risk
INV003938,38.3,11,At Risk
INV003939,159.0,2,At Risk
INV003940,41.81818181818182,12,At Risk
INV003941,102.0,4,At Risk
INV003942,70.28571428571429,8,At Risk
INV003943,34.0,11,Regular
INV003944,166.0,2,At Risk
INV003945,41.7,11,At Risk
INV003946,53.125,9,At Risk
INV003947,56.5,7,At Risk
INV003948,32.75,9,Regular
INV003949,71.5,5,At Risk
INV003950,54.5,5,At Risk
INV003951,61.625,9,At Risk
INV003952,43.625,9,At Risk
INV003953,246.5,3,At Risk
INV003954,79.25,5,At Risk
INV003955,78.5,5,At Risk
INV003956,92.0,5,At Risk
INV003957,50.0,11,At Risk
INV003958,42.81818181818182,12,At Risk
INV003959,75.0,2,At Risk
INV003960,76.0,6,At Risk
INV003961,47.3,11,At Risk
INV003962,48.1,11,At Risk
INV003963,48.666666666666664,4,At Risk
INV003964,41.90909090909091,12,At Risk
INV003965,,1,Regular
INV003966,61.0,4,At Risk
INV003967,63.5,7,At Risk
INV003968,51.333333333333336,10,At Risk
INV003969,175.0,2,At Risk
INV003970,48.111111111111114,10,At Risk
INV003971,81.0,4,At Risk
INV003972,52.625,9,At Risk
INV003973,52.0,9,At Risk
INV003974,44.54545454545455,12,At Risk
INV003975,41.6,11,At Risk
INV003976,88.25,5,At Risk
INV003977,61.714285714285715,8,At Risk
INV003978,53.0,10,At Risk
INV003979,35.63636363636363,12,At Risk
INV003980,155.0,4,At Risk
INV003981,45.111111111111114,10,At Risk
INV003982,62.166666666666664,7,At Risk
INV003983,121.66666666666667,4,At Risk
INV003984,37.0,3,At Risk
INV003985,77.5,7,At Risk
INV003986,61.166666666666664,7,At Risk
INV003987,52.0,9,At Risk
INV003988,221.0,2,At Risk
INV003989,50.875,9,At Risk
INV003990,184.5,3,At Risk
INV003991,286.0,2,At Risk
INV003992,84.6,6,At Risk
INV003993,57.75,5,At Risk
INV003994,,1,Regular
INV003995,50.6,6,At Risk
INV003996,59.5,9,At Risk
INV003997,59.857142857142854,8,At Risk
INV003998,154.66666666666666,4,At Risk
INV003999,160.0,2,At Risk
INV004000,,1,Regular
INV004001,33.22222222222222,10,Regular
INV004002,127.66666666666667,4,At Risk
INV004003,43.375,9,At Risk
INV004004,34.18181818181818,12,Regular
INV004005,49.9,11,At Risk
INV004006,29.555555555555557,10,Regular
INV004007,46.25,9,At Risk
INV004008,112.66666666666667,4,At Risk
INV004009,49.666666666666664,10,At Risk
INV004010,,1,Regular
INV004011,70.33333333333333,7,At Risk
INV004012,109.75,5,At Risk
INV004013,,1,Regular
INV004014,49.5,11,At Risk
INV004015,47.1,11,At Risk
INV004016,72.75,5,At Risk
INV004017,31.3,11,Regular
INV004018,80.33333333333333,7,At Risk
INV004019,69.85714285714286,8,At Risk
INV004020,,1,Regular
INV004021,,1,Regular
INV004022,177.0,3,At Risk
INV004023,52.0,10,At Risk
INV004024,36.09090909090909,12,At Risk
INV004025,62.2,6,At Risk
INV004026,63.0,7,At Risk
INV004027,75.0,4,At Risk
INV004028,45.22222222222222,10,At Risk
INV004029,,1,Regular
INV004030,70.14285714285714,8,At Risk
INV004031,72.0,2,At Risk
INV004032,55.57142857142857,8,At Risk
INV004033,56.25,9,At Risk
INV004034,224.0,2,At Risk
INV004035,51.333333333333336,4,At Risk
INV004036,61.6,6,At Risk
INV004037,53.285714285714285,8,At Risk
INV004038,44.27272727272727,12,At Risk
INV004039,198.0,2,At Risk
INV004040,72.0,7,At Risk
INV004041,138.33333333333334,4,At Risk
INV004042,78.33333333333333,4,At Risk
INV004043,100.75,5,At Risk
INV004044,80.6,6,At Risk
INV004045,45.5,7,At Risk
INV004046,145.0,3,At Risk
INV004047,63.0,2,At Risk
INV004048,310.0,2,At Risk
INV004049,32.3,11,Regular
INV004050,56.0,8,At Risk
INV004051,48.666666666666664,10,At Risk
INV004052,80.66666666666667,7,At Risk
INV004053,159.0,2,At Risk
INV004054,54.333333333333336,4,At Risk
INV004055,,1,Regular
INV004056,135.33333333333334,4,At Risk
INV004057,13.5,3,Regular
INV004058,83.8,6,At Risk
INV004059,250.5,3,At Risk
INV004060,209.0,2,At Risk
INV004061,100.0,4,At Risk
INV004062,128.66666666666666,4,At Risk
INV004063,36.0,12,At Risk
INV004064,41.63636363636363,12,At Risk
INV004065,99.66666666666667,4,At Risk
INV004066,50.111111111111114,10,At Risk
INV004067,53.0,8,At Risk
INV004068,98.5,3,At Risk
INV004069,48.5,9,At Risk
INV004070,36.90909090909091,12,At Risk
INV004071,75.2,6,At Risk
INV004072,137.0,2,At Risk
INV004073,62.5,7,At Risk
INV004074,47.0,3,At Risk
INV004075,69.5,7,At Risk
INV004076,76.2,6,At Risk
INV004077,87.0,4,At Risk
INV004078,53.375,9,At Risk
INV004079,50.666666666666664,10,At Risk
INV004080,62.714285714285715,8,At Risk
INV004081,165.0,4,At Risk
INV004082,40.666666666666664,4,At Risk
INV004083,15.0,2,Regular
INV004084,51.166666666666664,7,At Risk
INV004085,51.666666666666664,10,At Risk
INV004086,179.0,2,At Risk
INV004087,77.33333333333333,4,At Risk
INV004088,238.5,3,At Risk
INV004089,49.25,9,At Risk
INV004090,122.5,5,At Risk
INV004091,41.4,11,At Risk
INV004092,350.0,2,At Risk
INV004093,,1,Regular
INV004094,66.0,8,At Risk
INV004095,111.66666666666667,4,At Risk
INV004096,48.5,11,At Risk
INV004097,101.66666666666667,4,At Risk
INV004098,41.57142857142857,8,At Risk
INV004099,38.111111111111114,10,At Risk
INV004100,38.9,11,At Risk
INV004101,187.5,3,At Risk
INV004102,79.83333333333333,7,At Risk
INV004103,84.0,3,At Risk
INV004104,53.125,9,At Risk
INV004105,94.0,4,At Risk
INV004106,55.8,6,At Risk
INV004107,58.5,3,At Risk
INV004108,52.5,7,At Risk
INV004109,68.33333333333333,7,At Risk
INV004110,66.0,7,At Risk
INV004111,146.5,3,At Risk
INV004112,34.5,9,Regular
INV004113,104.0,2,At Risk
